sex,kanji,hiragana,birth_year
female,かなえ,かなえ,1973
female,暢子,のぶこ,1926
female,あゆみ,あゆみ,1958
female,桂子,けいこ,
female,直子,なおこ,1937
male,信太郎,しんたろう,1991
male,賢二,けんじ,1989
female,真希,まき,1990
female,有紀子,ゆきこ,1969
female,紫,むらさき,1948
female,百合,ゆり,1964
female,由香,ゆか,1968
female,真寿美,ますみ,1962
female,邦枝,くにえ,1934
female,宗子,のりこ,1937
female,洋子,ようこ,1939
female,澄子,すみこ,1930
female,靖子,やすこ,1944
female,光子,みつこ,1914
female,洋子,ようこ,1933
female,みづ紀,みづき,1981
female,雲子,くもこ,1935
female,可子,たかこ,1967
female,気流,きりう,1970
female,奈緒,なお,1983
female,ふたばこ,ふたばこ,1918
female,和江,かずえ,1927
female,悠光,ゆみ,1991
female,紅蘭,こうらん,1804
female,幸子,さちこ,1942
female,都生子,ともこ,1928
female,景布子,きょうこ,1966
female,悦子,えつこ,1928
female,昭子,あきこ,1950
female,みゆき,みゆき,1917
female,藤子,ふじこ,1901
female,真理子,まりこ,1972
female,里香,りか,1938
female,恭子,きょうこ,1936
female,正子,まさこ,1924
male,春夫,はるお,1923
male,豊和,とよかず,1955
male,雄二,ゆうじ,1954
male,邦彦,くにひこ,1953
male,美智也,みちや,1930
female,理恵,りえ,1939
male,淳,じゅん,
male,明,あきら,1947
male,弘,ひろし,1935
female,真由美,まゆみ,1961
female,喜代子,きよこ,1913
female,容子,ようこ,1947
female,美意子,みいこ,1896
female,麗子,れいこ,1921
female,英子,えいこ,1946
female,なお,なお,1995
female,野里子,のりこ,1949
female,典子,のりこ,1974
female,眞理子,まりこ,
female,さよ,さよ,1913
female,知恵,めぐみ,1926
female,文江,ふみえ,1908
female,幸枝,さちえ,1920
female,絵美,えみ,
female,佳代子,かよこ,1956
female,るり子,るりこ,1932
female,節子,せつこ,
female,利子,としこ,1942
female,葉子,ようこ,1936
female,みつ,みつ,1922
female,千代,みちよ,1901
female,羊子,ようこ,1923
female,慶子,けいこ,1929
female,清子,きよこ,1930
female,みち子,みちこ,1940
female,普美子,ふみこ,1958
female,朝子,あさこ,1990
female,紗世子,さよこ,1992
female,麻梨子,まりこ,1929
female,黎,れい,1932
female,須磨子,すまこ,1922
female,恵美子,えみこ,1975
female,智子,ともこ,1979
female,亜希子,あきこ,1983
female,紫織,しおり,1978
female,芙沙子,ふさこ,1988
female,晴,はる,1924
female,聡子,さとこ,1983
female,晶,あきら,1981
female,ユウリ,ゆうり,
female,りん,りん,1999
female,道子,みちこ,1935
female,千代子,ちよこ,1907
female,聖子,せいこ,1943
female,絵美子,えみこ,1945
female,翠,みどり,1923
female,美予子,みよこ,1935
female,けい,けい,1971
female,春子,はるこ,1913
female,みみ,みみ,1968
female,夏子,なつこ,1980
female,美游,ゆう,1962
female,倫子,りんこ,1915
female,美好,みよし,1923
female,稜子,りょうこ,1942
female,碧,あお,1950
female,經子,きょうこ,1928
female,三十里,みどり,1954
female,香子,ようこ,1964
female,まこと,まこと,1957
female,春菊,しゅんぎく,1959
female,美也子,みやこ,
female,夏美,なつみ,
female,真子,まこ,1986
female,奈奈,なな,
female,正美,まさみ,
female,みさ,みさ,1931
female,有紀子,ゆきこ,1967
female,正姫,じょんひ,
female,智子,ともこ,1975
female,もえ,もえ,
female,唯,ゆい,1981
female,理恵,りえ,
female,有果,ゆか,1986
female,良子,りょうこ,1976
female,明子,あきこ,1957
female,恵里香,えりか,1987
female,むつみ,むつみ,
female,万理子,まりこ,1970
female,凛,りん,1959
female,清子,きよこ,
female,喜子,よしこ,1973
female,聡子,さとこ,1978
female,希伊子,きいこ,1927
female,京子,きょうこ,
female,千穂,ちほ,1972
male,洋,ひろし,1947
male,浩,ひろし,1929
male,あきら,あきら,
male,英雄,ひでお,1929
male,清隆,きよたか,1953
male,公一,こういち,1940
male,信五,しんご,1982
male,さと志,さとし,
male,英夫,ひでお,1949
female,道子,みちこ,
male,雅弘,まさひろ,1958
female,幸子,さちこ,1932
male,ひろし,ひろし,
male,美一,よしかず,1971
male,博之,ひろゆき,1971
male,祐樹,ゆうき,1947
male,雄介,ゆうすけ,1982
male,健作,けんさく,1949
male,賢吉,けんきち,1932
male,次郎,じろう,1946
male,良,りょう,1959
male,良,りょう,1962
male,寛樹,ひろき,1994
male,孝蔵,こうぞう,1953
male,英世,ひでよ,1949
male,進一,しんいち,1947
female,瓔子,ようこ,
female,あうこ,あうこ,1981
female,那智子,なちこ,1938
female,めぐみ,めぐみ,1965
female,陽子,ようこ,1943
male,史之,ふみゆき,1958
male,翔太,しょうた,1993
female,リタミサコ,みさこ,1956
male,一狼,いちろう,1929
male,英次,えいじ,1939
male,夢吉,ゆめきち,1950
male,翔太,しょうた,
female,みえこ,みえこ,1943
male,淳,じゅん,1934
male,一誠,いっせい,1952
male,龍,りゅう,1949
male,一輝,かずき,1970
male,秀二郎,ひでじろう,1975
male,おさむ,おさむ,1963
male,一,はじめ,1976
male,敏夫,としお,1926
male,襄,じょう,1938
male,哲,てつ,1964
female,十絲子,としこ,1964
male,晴幸,はるゆき,1952
female,加南子,かなこ,1948
female,みよ子,みよこ,1926
female,由美子,ゆみこ,
female,美潮,みしお,
male,顕,けん,1973
male,章大,しょうた,1984
female,恵美,めぐみ,1978
female,ちよ,ちよ,1914
female,享子,きょうこ,1935
female,眞砂子,まさこ,1958
female,節子,せつこ,1949
male,真宏,まさひろ,
male,慶,けい,1997
male,弾,だん,1980
male,哲平,てっぺい,1983
male,浩二,こうじ,1980
male,優心,ゆうご,2000
male,健一郎,けんいちろう,
male,文一,ふみかず,1957
male,蓮,れん,1997
male,優基,ゆうき,1988
male,博之,ひろゆき,1970
male,五郎,ごろう,1936
male,英一,えいいち,1951
male,新吾,しんご,1981
male,隆,たかし,
male,ひろし,ひろし,1980
male,秀太,しゅうた,1983
male,浩,ひろし,1947
male,雄信,ゆうじ,1970
male,恭男,やすお,1964
male,悦朗,えつろう,1948
male,進伍,しんご,1947
male,ケンタ,けんた,1985
female,文緒,ふみお,1962
female,祐子,ゆうこ,1963
female,美代子,みよこ,1941
female,スーザン,すーざん,1959
female,早紀,さき,1963
female,京子,きょうこ,1956
female,久美子,くみこ,1951
female,正子,まさこ,
female,ひろ,ひろ,1923
female,はな,はな,1909
female,優,ゆう,1982
female,枝里子,えりこ,1985
female,あさ美,あさみ,1974
female,康子,やすこ,1974
female,由華,ゆか,1985
female,知永子,ちえこ,1961
female,麻希,まき,1983
female,里子,さとこ,1981
female,しげ子,しげこ,1900
female,里奈,りな,1993
female,景子,けいこ,1961
female,友美,ゆり,1977
female,千絵,ちえ,1974
female,絵美,えみ,1983
female,絵美子,えみこ,1984
female,瑞穂,みずほ,1973
female,安恵,やすえ,1987
female,益也子,みやこ,1960
female,瑞貴,みずき,1994
female,麻里亜,まりあ,1988
female,聖子,せいこ,1911
female,宜子,よしこ,1937
female,美智子,みちこ,1970
female,敏子,としこ,1907
female,伶奈,れな,1997
female,えりか,えりか,1984
female,美智子,みちこ,1895
female,なつみ,なつみ,1984
female,麻耶,まや,1983
female,明子,あきこ,1936
female,勇子,ゆうこ,1916
female,藤枝,ふじえ,1910
female,友紀,ゆき,1986
female,瑞紀,みずき,1986
female,とし,とし,1925
female,美有,みゆ,1986
female,深雪,みゆき,1979
female,藤子,ふじこ,1993
female,学奈緒,なお,1985
female,綾香,あやか,1988
female,理恵子,りえこ,1984
female,多香子,たかこ,1937
female,弥子,みつこ,1984
female,明子,あきこ,1957
male,卓也,たくや,1999
female,あかり,あかり,1956
male,黎,れい,2000
female,圭,けい,
male,愛弥,まなや,1997
male,孝章,たかあき,1960
female,結菜,ゆいな,2005
female,むつえ,むつえ,
female,樹里,じゅり,2005
female,美貴,みき,1991
female,のん,のん,2005
female,アンリ,アンリ,1995
female,れん,れん,1995
female,紗代,さよ,1994
female,友華,ゆうか,1990
female,聖菜,せいな,1994
female,佐智子,さちこ,1976
female,友香,ともか,1975
female,ニイナ,にいな,1985
female,真菜美,まなみ,1988
female,真美,まみ,1992
female,麻央,まお,1990
female,るい,るい,1989
female,エイミ,エイミ,1988
female,まりあ,まりあ,1991
female,理乃,りの,
female,真友香,まゆか,1996
female,真里,まり,2003
female,心,こころ,2002
female,なつ,なつ,1996
female,莉那,りな,2003
female,悦子,えつこ,
female,純子,じゅんこ,1965
female,桃子,ももこ,1982
female,うらら,うらら,1998
female,道子,みちこ,1947
female,芽以,めい,1987
female,メイサ,メイサ,1988
female,千明,ちあき,1984
female,大空,はるか,1991
female,薫,かおる,1985
female,タキノ,たきの,1917
female,比砂子,ひさこ,1924
female,ゆり,ゆり,1962
female,まみ,まみ,1988
female,歩実,あゆみ,1988
female,真理子,まりこ,1926
female,喬子,きょうこ,1922
female,籌子,かずこ,1903
female,真理,まり,1930
female,裕子,ひろこ,1951
female,すずか,すずか,1957
female,夏菜,かな,
female,恵茉,えま,
female,節子,せつこ,1936
female,澄子,すみこ,1950
female,きみ子,きみこ,1947
female,真理,まり,1950
female,絵都,えと,1968
female,ヤス子,やすこ,1902
female,真理,まり,1957
female,京子,きょうこ,1955
female,しづえ,しずえ,1904
female,京,みやこ,1929
male,貞一,ていいち,1895
female,玲子,れいこ,1981
female,礼,あや,1983
female,衣世,きぬよ,1971
female,寿子,ひさこ,1937
female,純子,すみこ,1929
female,青子,あおこ,1979
female,三桃,みと,1966
female,須磨子,すまこ,1888
female,正子,まさこ,1935
male,泰二,たいじ,1970
female,澄子,すみこ,1908
female,里純,さとすみ,1957
female,陸,りく,1964
female,直子,なおこ,1967
female,真理子,まりこ,
female,桜,さくら,1973
female,真梨子,まりこ,1949
female,祥子,しょうこ,1965
female,美穂,みほ,1970
female,直美,なおみ,1963
female,加奈子,かなこ,1964
female,京子,きょうこ,1965
female,唯子,ゆいこ,1963
female,純,じゅん,1961
female,真希,まき,1976
female,里綴,つづる,1951
female,絵里,えり,1980
female,美雨,みう,1959
female,みゆき,みゆき,1952
female,智子,ともこ,1952
female,まゆみ,まゆみ,1965
female,優美,ゆみ,1979
female,ちさと,ちさと,1981
female,智沙,ちさ,1917
female,真見,まみ,
female,有紗,ありさ,
female,弘美,ひろみ,1958
female,亞以子,あいこ,1938
female,七海,ななみ,
female,ユカコ,ゆかこ,
female,千恵,ちえ,1983
female,さと子,さとこ,1939
female,曙,あけぼの,1872
female,紅美,くみ,1976
female,雅映子,かえこ,1971
female,晶子,あきこ,1962
female,かほり,かおり,1968
female,優美,ゆみ,
female,類,るい,
female,雅子,まさこ,
female,有紀,ゆき,1930
female,紀代,きよ,
female,ゆき,ゆき,
female,愛虹,あいこ,
female,美穂,みほ,1991
female,エレカ,えれか,1996
female,米咲,まいさ,1991
female,久美子,くみこ,1982
female,いち子,いちこ,
female,沙耶,さや,1963
female,めぐみ,めぐみ,1979
female,そのみ,そのみ,
female,遥,はるか,
female,アリカ,ありか,
female,まりや,まりや,1955
female,麻子,あさこ,1976
female,より子,よりこ,1964
female,じゅん子,じゅんこ,
female,史帆,しほ,1982
female,久美子,くみこ,1958
female,子,せりこ,
female,りりか,りりか,1997
female,ミホ,ミホ,1993
female,純,じゅん,1959
female,あかね,あかね,1962
female,恵利香,えりか,1989
female,みつ美,みつみ,1951
female,中,あたる,1985
female,美嘉,みか,1983
female,チヲル,ちをる,1990
female,柔,ゆうじゅう,1980
female,栞,しおり,1994
female,薫,かおる,1930
female,さくら,さくら,1989
female,育実,いくみ,1983
female,愛子,あいこ,
female,由起子,ゆきこ,
female,薫,かおる,1953
female,由美子,ゆみこ,1935
female,真理子,まりこ,1952
female,喜美子,きみこ,1934
female,美代子,みよこ,1950
female,世春,はる,1975
female,治子,はるこ,1879
female,由布,ゆう,1967
female,有起,ゆき,1972
female,夏生,なつお,1951
male,日佐夫,ひさお,1940
male,伍一,ごいち,1930
male,道弘,みちひろ,1936
male,新也,しんや,1944
female,和鏡,きょう,1945
male,優,まさる,1956
male,安治,やすじ,1905
male,安雄,やすお,1926
male,ひろむ,ひろむ,1962
male,哲久,てつひさ,1950
male,淳,じゅん,1952
female,郁恵,いくえ,1959
male,剛,つよし,1945
male,静夫,しずお,1945
male,義雄,よしお,1870
male,秀彦,ひでひこ,1902
male,史雄,のりお,1948
male,連太郎,れんたろう,1923
male,靖久,のぶひさ,1936
male,ケイ,けい,1931
male,呉一,くれいち,1958
male,町田,まちだ,1968
male,誉雄,やすお,1929
male,健,けん,1967
male,タケシ,たけし,1974
female,未来,みく,1986
male,忠光,ただみつ,1924
male,忍,しのぶ,1950
male,武己,たけみ,1945
male,哲郎,てつお,1931
female,美愛,みお,1987
male,和義,かずよし,1947
male,真也,しんや,1947
male,哉,はじめ,1974
male,治,おさむ,1941
female,美香,みか,1989
male,不二,ふじ,1904
female,瞳,ひとみ,1989
male,辰夫,たつお,1928
male,篤,あつし,1978
male,律日,りつか,1990
male,知幸,ともゆき,1979
male,志摩三,しまぞう,1907
male,隆夫,たかお,1938
female,珠美,たまみ,2001
female,仁香,ひとか,2001
male,睦夫,むつお,1946
male,浩,ひろし,1930
male,哲男,てつお,1920
male,市壽,いちじゅ,1936
male,桂樹,けいき,1969
male,章男,あきお,1931
male,紀夫,のりお,1952
male,関造,せきぞう,1883
male,青生,せいき,1915
male,幹一,もとかず,1850
male,昇,のぼる,1961
male,悦三,えつぞう,1893
male,介石,かいせき,1859
male,紘宇,ひろたか,1942
female,順子,じゅんこ,1972
male,孝充,たかみつ,1972
male,和美,かずみ,1940
male,匡,ただし,1947
male,潭,たん,1917
male,優,まさる,1925
male,貴和,たかかず,1960
male,実,まこと,1957
male,弘一良,こういちろう,1970
male,行真,こうしん,1923
male,武夫,たけお,1904
male,和男,かずお,1947
male,治郎,じろう,1900
male,八洲雄,やすお,1931
male,義洋,よしひろ,1964
male,弘一,こういち,1947
male,香典,よしのり,
male,竹二郎,たけじろう,1949
male,信男,のぶお,1954
male,榮二,えいじ,1944
male,風谷,ふうこく,1867
male,甚次郎,じんじろう,1909
male,恒二,つねじ,1909
male,治三郎,じさぶろう,1906
male,弌之,かずゆき,1941
male,寿郎,としろう,1934
male,正夫,まさお,1953
male,孝則,たかのり,1946
male,久作,きゅうさく,1960
female,博季,ひろき,1987
female,綾子,あやこ,1985
female,理江,りえ,1990
female,どうれいん,れいん,1994
male,夜空,よぞら,1997
male,紘三,こうぞう,1942
male,哲,てつ,1976
male,ひろのぶ,ひろのぶ,1980
female,浮代,うきよ,1964
female,沙子,ふさこ,1903
male,敏幸,としゆき,1954
female,ひろみ,ひろみ,1968
female,渚,なぎさ,1986
female,夏子,なつこ,1937
female,ななえ,ななえ,
female,理宇,りう,1972
male,憲寿,のりとし,1985
female,まゆみ,まゆみ,1964
male,耕,こう,1973
female,美澄,みすみ,1965
female,依凛,りん,1979
male,経衡,つねひら,1982
female,優,ゆう,1967
male,満,みつる,1957
female,房子,ふさこ,1937
female,裕香,ゆたか,2000
female,芽生,めぐみ,1991
female,みつ子,みつこ,1990
